 ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
0.0,0.06867621906570945,0.04975155296285588,0.0867497615502879,0.05061618647983378,0.03836000637667219,0.03213464505443138,0.029594784098308832,0.0371333075744598,0.035663430595597394,0.007673622463178771,0.010678223934676937,0.027025201365040163,0.0535127087617097,0.036363243348401374,0.034263805089989434,0.09419101375577886,0.004844649674816738,0.04534732598574976,0.10473143672368744,0.05084585475778103,0.061515972753236295,0.014398850037422419,0.01772228511830618,0.001369903728461844,0.0030883628434553996,0.0037476459001510405
0.05535346022515974,0.0008620981101457115,0.04475134385881876,0.060931742114337877,0.0324723621488218,0.020727543189424928,0.007258528009736637,0.028888738632137666,0.00489874573176916,0.022272558233882148,0.0010750870550052401,0.010321511883430813,0.13712093038980358,0.03870989553399371,0.13537306873119442,0.0013151222150850266,0.035707765644545114,0.001152844923763481,0.10735318976300753,0.05624598532742824,0.1421853341897968,0.018448899557118224,0.011815815274350046,0.006599276513742858,0.004347679096656411,0.00882720849251158,0.004983265154332466
0.009978104472943384,0.13583046606193305,0.026759461995620893,0.006099468251485768,0.007069127306850172,0.13855176728182672,0.002252111354394745,0.0013606506099468252,0.002924616828276509,0.13938066937754146,0.004003753518923991,0.0005630278385986863,0.1941038473568971,0.003706599937441351,0.0025961839224272754,0.10896152643102909,0.003221770409759149,0.00015639662183296842,0.09532374100719425,0.02385048482952768,0.007694713794182045,0.07264623084141382,0.0022051923678448548,0.0012198936502971537,6.255864873318736e-05,0.009321238661244917,0.00015639662183296842
0.0894828701978703,0.15213199197275443,0.00015034743330783964,0.015596911994456756,0.00034645278110067396,0.09742513678348008,0.0001242000536021284,9.151582896998934e-05,0.12957334013165206,0.0750495166003177,0.0,0.04265291314494146,0.0332594669856647,0.00033991593617424613,0.0014904006432255408,0.15791056288771663,0.00027454748690996806,0.0011635583969041503,0.0544846024617758,0.006739487119147072,0.0673425764320593,0.05066708502474196,1.3073689852855621e-05,0.0001307368985285562,6.5368449264278105e-06,0.023258094248230148,0.00029415802168925145
0.272926458635191,0.07632434533696152,0.003162879457186274,0.0017758066226101707,0.016097112768137967,0.19566561826342016,0.003030356574901933,0.009091069724705799,0.004231897374279959,0.17094568328798107,0.0025974484927730854,0.00040640350567197934,0.026654769056790473,0.005468777608933809,0.012580838958193449,0.07347952079725766,0.0016256140226879174,0.00010601830582747287,0.04443050500053009,0.02400431141110365,0.0012810545287486306,0.03034774004311411,0.0033130720571085273,0.0043644202565643,1.7669717637912145e-05,0.015717213838922856,0.0003533943527582429
0.15130481442521224,0.03995462900980736,0.008080711485129578,0.035011103673243865,0.0820210810408764,0.019423459033289767,0.01002518249338561,0.011178051916313369,0.003880972873035606,0.011597760139406884,0.0010519269388926079,0.0018461849053797031,0.05203053775780179,0.03380245024598089,0.10209535345807699,0.014546343225696768,0.02287144177743776,0.002473090858861156,0.17721515624833975,0.12466396778340931,0.048146908503607366,0.011927151403100527,0.008991850222604741,0.00628765420292627,0.013746772496892034,0.004630072359822766,0.0011953715214688726
0.02986900453641878,0.09075386105306081,0.0012487894388093176,0.000993934451297212,0.0010194199500484225,0.13155614455374892,0.07803659717620674,0.0006116519700290534,0.0010703909475508436,0.1790865997247566,0.0002038839900096845,0.0003058259850145267,0.10459248687496814,0.0011468474438044753,0.0011213619450532648,0.14131709057546257,0.0007390794637851063,0.0,0.0721749324634283,0.008104388602884958,0.031066822977725676,0.09959732911973088,5.0970997502421125e-05,0.0010703909475508436,7.645649625363168e-05,0.02403282532239156,0.00015291299250726336
0.2359092284417549,0.09334947049924357,0.0023963691376701966,0.0004114977307110439,0.0015007564296520425,0.14420574886535553,0.001464447806354009,0.02557337367624811,0.03466263237518911,0.10320121028744327,0.00014523449319213313,0.00042360060514372164,0.06850226928895613,0.010226928895612709,0.033658093797276856,0.05860211800302572,0.0008350983358547655,1.2102874432677761e-05,0.08801210287443267,0.020357034795763992,0.0025779122541603632,0.04623298033282905,6.051437216338881e-05,0.0025537065052950074,0.0,0.024980332829046898,0.00014523449319213313
0.06571468782816746,0.15226970087366973,0.003323625891803527,0.0012558325845251112,0.0014940077298660807,0.20350983555088828,0.002803971029241412,0.0008336130086933928,0.001212528012644935,0.16022691595665212,0.00016239214455066094,0.0006712208641427319,0.019324665201528653,0.009786833244919833,0.01073953382628371,0.16073574467624419,0.001959531877577975,0.00012991371564052874,0.044170663317779774,0.009050655522956837,0.026848834565709273,0.03032402645909342,0.00035726271801145407,0.004427892474748021,0.0,0.08847124035120008,0.00019487057346079313
0.01077292201132882,0.06602408252850575,0.014919794126009961,0.11501020743945023,0.04605967278687058,0.04289680422482564,0.019938851207800465,0.022491509774541785,0.0013418230263220951,0.0018497988862868882,0.00042171580827265846,0.0084119524483478,0.051014833534074315,0.026654355972869616,0.19452280619922238,0.07040737108115792,0.0224595616072484,0.0015974083646691608,0.023280629506688348,0.11661720025430741,0.07940397499097464,0.007162779107176517,0.02674381084129109,0.0004696380592127333,0.0024504244314024924,0.00029072832236978725,0.02678534345877249
